ID,A,B,NEITHER
test-103,0.38455388187484674,0.5563579498590239,0.22221465308834948
test-104,0.649300925850696,0.35879890130944536,0.28480528082605217
test-105,0.6449897421858055,0.3024239791339525,0.3236624239483476
test-106,0.4100829469913261,0.47187727088960013,0.3102798085270729
test-107,0.36585621613978614,0.44700182363503504,0.31546764921869275
test-108,0.3601274682588113,0.2963169996187053,0.3394363007541381
test-109,0.4344596434461799,0.33021177513566435,0.24890798394020744
test-110,0.45508961243763707,0.2635892756169659,0.3058710998408714
test-111,0.2721918582870811,0.6184040553999979,0.3299520200839433
test-112,0.260242693325196,0.4740331839697933,0.3316103447199741
test-113,0.4397076993994878,0.2174631291864599,0.23059448126851034
test-114,0.6087937743041085,0.29460513737124555,0.30940446345842526
test-115,0.27783719653174144,0.574207010093333,0.17797045735198233
test-116,0.20926249200052352,0.4460864317213817,0.23319755642613285
test-117,0.3971135346177321,0.4753708657449621,0.2870641400746128
test-118,0.6264724668157792,0.40943189031206845,0.289633111727393
test-119,0.19255609829970266,0.5429753174941193,0.2553241463638115
test-120,0.5406234785504019,0.3940218557391069,0.40769129737297305
test-121,0.27149211677586116,0.5017516513759976,0.3337241635415092
test-122,0.2282491911144507,0.6121857680376499,0.34899075472162927
test-123,0.22650118998444865,0.2193447095173949,0.5508973256876284
test-124,0.45759933058282554,0.33097886209239996,0.5323904656252995
test-125,0.4074831177925157,0.6426072679557824,0.2331691549559032
test-126,0.6339793913258269,0.22823787586380942,0.19901234780392327
test-127,0.4876271764066376,0.37714567279879213,0.3153019970452683
test-128,0.344857715453747,0.4721158709824248,0.2765921541965688
test-129,0.38361473235863813,0.23628559221861395,0.3156749882065867
test-130,0.65003659500645,0.28213993162546674,0.23374967127413807
test-131,0.32517200329514406,0.5266527701419695,0.2618113400704321
test-132,0.4204572153332964,0.4780642702164073,0.27372403979710874
test-133,0.48606660598207685,0.5075464970575728,0.38775871490895064
test-134,0.43042181589620565,0.476810329249593,0.34667825607802083
test-135,0.38746794296087883,0.19157159083595787,0.6232716501972987
test-136,0.3567651833497991,0.4169137000653863,0.5036989000420052
test-137,0.6412470107797759,0.34450928370925166,0.369327055973183
test-138,0.22900916422923662,0.5508618167503233,0.24554706610601681
test-139,0.611575163119647,0.3004871250746821,0.37133498569356466
test-140,0.206988361403189,0.622054967053979,0.3826201238289304
test-141,0.2651808129525578,0.6413185732826402,0.2663095627149017
test-142,0.6459595020821474,0.23625169502270618,0.1987330342947014
test-143,0.6134631155370405,0.23264507477156599,0.22103047687335353
test-144,0.4851912356917415,0.5086535556592505,0.36552774812498456
test-145,0.5647515856703573,0.4286916670286959,0.26968097518303974
test-146,0.2955389308819205,0.4895069356264843,0.3958351275314583
test-147,0.5363105194487706,0.39749227519516755,0.2723341927903185
test-148,0.6241247976807982,0.3475494377196123,0.38715342585337853
test-149,0.390205784943692,0.5590262689447121,0.3865490388888083
test-150,0.5389696213349919,0.25722416515158963,0.31888289616300136
test-151,0.6160489350329272,0.35328402635854333,0.28178586822158785
test-152,0.4199816226250095,0.1816606408359917,0.32861828855295205
test-153,0.34674741378689133,0.38698062071780504,0.40558893614090175
test-154,0.27096221410450344,0.5654412215679258,0.2492665499440571
test-155,0.21496571794301716,0.25789458321343955,0.4662448072314226
test-156,0.5010235858849503,0.5305058954827707,0.35933269310177773
test-157,0.4215315403678309,0.3812516623181462,0.5285558304552156
test-158,0.2946199476933927,0.44355131125725555,0.39506293161503364
test-159,0.41942790548041353,0.35687336305719963,0.417427590056375
test-160,0.5422000815007115,0.27500744880072997,0.2859646819487154
test-161,0.4543861223634865,0.3902024567519761,0.4061705242044942
test-162,0.6324610642537805,0.22566265198539948,0.4061107127807934
test-163,0.6217756324980231,0.34932175487652584,0.3281142118409371
test-164,0.4204513211901615,0.6311472121298848,0.21821109411871675
test-165,0.5850971877050034,0.21455021100545194,0.26811561094487096
test-166,0.5082655140765044,0.2409957874273033,0.19526929452183908
test-167,0.28687450369854484,0.6231924445317908,0.19806162327479537
test-168,0.4847625815231192,0.3845258733879663,0.3991443469867298
test-169,0.453678134134578,0.4098574632669278,0.197921968074719
test-170,0.4469698982743359,0.3610421472528992,0.38349910473737264
test-171,0.3676501662166726,0.48157058296063704,0.29184227163358295
test-172,0.41954563549027113,0.39720474918672033,0.3299046024969979
test-173,0.6457061677129896,0.24992316444721624,0.34321150300440745
test-174,0.2899575254327922,0.4981059305230239,0.20513602929543434
test-175,0.2468157313738544,0.47230747602044443,0.32329495781981793
test-176,0.6396668119884013,0.26139118354493507,0.33925024237143325
test-177,0.5276400216030579,0.17114312743327031,0.20163915345132175
test-178,0.44987695964861235,0.3855187463341087,0.34038479349989026
test-179,0.4893943096390521,0.44713219714025765,0.3529468119825637
test-180,0.4689225716015135,0.20127772060594332,0.18236401975024488
test-181,0.2606681378205698,0.4632166985997691,0.39509779643370135
test-182,0.46150080533029975,0.6032564588465756,0.41106055115418233
test-183,0.5565790951057994,0.35896861214628023,0.18244874484205456
test-184,0.4752681772868046,0.3242158665537086,0.24447147729112453
test-185,0.26690446317139815,0.5065791350085331,0.4099303535422202
test-186,0.35115100644742914,0.42973992075653117,0.31919378833814366
test-187,0.336885039643967,0.42898424817097014,0.5621233177708379
test-188,0.2079992329322734,0.45533960713117017,0.33157633105831763
test-189,0.22400422850699475,0.21777421408010766,0.3839215305792191
test-190,0.21705177767055822,0.6149104508260707,0.376626524836291
test-191,0.4036202755209902,0.44820642313001846,0.3874197920091984
test-192,0.39592730407272003,0.5546173814489629,0.36231326757319504
test-193,0.27007531269822205,0.29745914722931777,0.5498255455585793
test-194,0.24962562162077542,0.6586312741997035,0.3601889622282247
test-195,0.3241150553443895,0.5089498007350554,0.33236460539936513
test-196,0.3956131623872194,0.39924878386591306,0.20515384349018245
test-197,0.24574692285274694,0.20323500076347661,0.4325047675587067
test-198,0.35058027865763014,0.508161440335349,0.42565690280901386
test-199,0.5451897526064935,0.27853029310974614,0.2574094894838179
test-200,0.5853583690538962,0.29256491785218003,0.2938809949555168
test-201,0.4331654614951449,0.5769079772904451,0.1990195300789404
test-202,0.2103294695797127,0.6108091955708359,0.21446284092836668
test-203,0.39494350871057704,0.3121195345047283,0.28039302185789866
test-204,0.4024973572383351,0.5361651308321256,0.3263673388455023
test-205,0.6513996949868232,0.3021743025013156,0.3135336283209226
test-206,0.3161452344811589,0.38682978519463684,0.3624019388609861
test-207,0.5786748182295073,0.3945107757601125,0.17437399183673438
test-208,0.5770034629504791,0.3417459142757437,0.2702810152593236
test-209,0.5584973348846849,0.4073768383098282,0.37875969679521854
test-210,0.45190592607261615,0.1887144137795239,0.3757641441082007
test-211,0.3838118568804247,0.47674208020490494,0.4066451402484781
test-212,0.5449255613574023,0.18719312365991517,0.4103263458928609
test-213,0.33331479714110435,0.6503522300219685,0.24932902820043817
test-214,0.4486514201011395,0.4991441762949086,0.40802129226067857
test-215,0.321693656908934,0.4543225945966635,0.18128562218567026
test-216,0.564870439624444,0.25895244807590717,0.1817645757363999
test-217,0.18608226761507085,0.6516427067708996,0.2632788311164256
test-218,0.3234601191341037,0.40257866911603235,0.4094408584507225
test-219,0.44028695232962384,0.31061582479730515,0.45085965791381644
test-220,0.40419397799023027,0.4129853089570972,0.23966298103270717
test-221,0.3593517756824121,0.5742084175237865,0.1982460167354133
test-222,0.5332350739113197,0.27770507532104416,0.37144903407515417
test-223,0.48035955358999827,0.35024918134047733,0.2009787396160771
test-224,0.3346239457224471,0.6217020917823315,0.2962305357863579
test-225,0.518104533265188,0.397379393592637,0.2973850290914586
test-226,0.4988487206405513,0.32947034770652567,0.35733549966541833
test-227,0.4371582403932225,0.46290066671811436,0.3146831055930098
test-228,0.28310936412391874,0.41442700407170185,0.25451364110949687
test-229,0.513804720633503,0.2399376060582959,0.33975556738769724
test-230,0.4410843973806693,0.3029610392307421,0.3259424631653361
test-231,0.5281054093017754,0.25360546953644153,0.28147321358637284
test-232,0.4061831080383623,0.48410255488072085,0.24307075002085698
test-233,0.26674857274496266,0.5729220452540651,0.3783872040242964
test-234,0.2989301204633326,0.48759099879956347,0.1800543991512291
test-235,0.1949323011232532,0.40413904010027635,0.20824355656401639
test-236,0.5181731658671701,0.1930060975910706,0.3338840232550816
test-237,0.5527948861809059,0.23316862469623917,0.2332161868630189
test-238,0.40674366185191124,0.3180635849876522,0.19998016783598946
test-239,0.49458587039804414,0.2324095336090304,0.2788392520750803
test-240,0.268680518852103,0.4323344070021589,0.3872358685609724
test-241,0.4862707479929853,0.31660315070597816,0.2820896201054169
test-242,0.41678341494855964,0.4885149460430826,0.234487786278053
test-243,0.652663161899981,0.38824509864906404,0.2154057894573877
test-244,0.4574455089088655,0.35610839912144976,0.32048848991852924
test-245,0.6168582716461594,0.20786394119037857,0.30335841237179845
test-246,0.1706673613725017,0.4395740787186436,0.21332371705826397
test-247,0.3316192488375059,0.49670470313189985,0.43110272269276245
test-248,0.4609932717015337,0.36991196957578026,0.4326981941290695
test-249,0.5576027563457899,0.42258116424408837,0.2581035995981758
test-250,0.33753471815495967,0.5848311352638069,0.26740758227583267
test-251,0.4748805742853482,0.2076774937475484,0.17784743985777007
test-252,0.4293543237000155,0.1787300395239706,0.41649516217079513
test-253,0.6268885531776289,0.2220824703338915,0.33024514907650476
test-254,0.4481968396936272,0.3956645794997899,0.3340354380164029
test-255,0.6104635322440284,0.21675767452077543,0.24323976464866778
test-256,0.28500367058565096,0.5309105414559738,0.17389364122917694
test-257,0.20978821417533858,0.4519070805960058,0.3435861691366006
test-258,0.6534665676301454,0.2874163904709208,0.38290518161343223
test-259,0.514980200235904,0.2502650225438537,0.3237535557885773
test-260,0.3825507166082558,0.4148704471697585,0.17573756766536977
test-261,0.3268010150690264,0.589753665312849,0.4141927208123867
test-262,0.5816708720022142,0.371279591207693,0.342433071715839
test-263,0.3076601479836298,0.48573389842548265,0.28974985714680396
test-264,0.33374621196351617,0.36004943982626136,0.4783632231788314
test-265,0.35825594791225995,0.5964236979701742,0.2911350302678185
test-266,0.3827974795564482,0.509913705026733,0.27343972756963375
test-267,0.47627667224639225,0.19654363147513515,0.39523916219976013
test-268,0.3311920822582946,0.3452692660632452,0.41985470917568213
test-269,0.5097838395205129,0.3938168049014237,0.3422101083877694
test-270,0.3004543729150846,0.35506326080532113,0.21973711903997434
test-271,0.263524790253707,0.4527682297446476,0.23262019568618614
test-272,0.43953454443254625,0.29734829224970744,0.4756979847204216
test-273,0.6242185306459538,0.3326243254071435,0.20080310336323032
test-274,0.304894931023863,0.5278063850671215,0.40844432777256984
test-275,0.6168106922157532,0.33838373131352506,0.3549987328592887
test-276,0.6094802768386669,0.37014337083035226,0.38044110514832674
test-277,0.5634185084835723,0.2426738152293508,0.3572961547806806
test-278,0.5800559469365311,0.20086156877836314,0.2179917908880191
test-279,0.5641278175492224,0.1940693493799454,0.27246211339066156
test-280,0.42624804502115243,0.47755707046905704,0.22290790988007875
test-281,0.2442602608338874,0.34627550989166966,0.3959857472699354
test-282,0.2676028987707968,0.42568217183405194,0.39261442541975716
test-283,0.39190176001641136,0.4217980941512639,0.18382342507990013
test-284,0.2978336505107127,0.5464922962834395,0.1978918969037998
test-285,0.22487873454017518,0.4775640293836858,0.2531177373903537
test-286,0.5015990296924849,0.18062802785559637,0.3876806783545019
test-287,0.479324935630563,0.20694429844554124,0.34093204436930075
test-288,0.5082696326156603,0.3491712612828987,0.3653786714196649
test-289,0.4610481529427295,0.44933790482404434,0.2950125838399773
test-290,0.6212205053786384,0.19691392048781947,0.1964705014678672
test-291,0.5632898798764702,0.3650639610893895,0.40667422899624645
test-292,0.6191403094725405,0.17919067260889396,0.1944167247557471
test-293,0.5692885000221766,0.38745238765912116,0.396204463939208
test-294,0.44939910331424177,0.24464074513066844,0.2786285071961378
test-295,0.3656606465919481,0.5260215149641898,0.19275354043769533
test-296,0.5619588685850492,0.26377184003434373,0.20413755038843648
test-297,0.42533434722932617,0.4058573820622571,0.3446716074816456
test-298,0.4919882986071705,0.25944854279020096,0.4544367714852988
test-299,0.4407364668823254,0.35204502089192397,0.19011266516710834
test-300,0.26472329375836656,0.5949800221156122,0.26227793973766117
test-301,0.3389249152046528,0.43893254748205024,0.36467097048581876
test-302,0.27614427908269984,0.4664474437722088,0.37032650358523905
test-303,0.32219810381166125,0.4657412608304999,0.2824285757008421
test-304,0.5083690705823697,0.4846372222197407,0.2591867407306377
test-305,0.1762091317168959,0.4493850486915383,0.1707297909727808
test-306,0.42328317950916683,0.4940967836036194,0.29128702807852136
test-307,0.3711607307227389,0.5340211717269496,0.21008665841132806
test-308,0.2007152929962883,0.5593584513611225,0.3601354715647258
test-309,0.34836900007158167,0.6181255030158904,0.1839521469901946
test-310,0.3562209160253872,0.37163372279901874,0.5234800370705346
test-311,0.31205010954785856,0.4716349041820782,0.27069138963853695
test-312,0.33926913697769084,0.5514399073153152,0.24399198683791481
test-313,0.5981661412748296,0.39644575937377696,0.1703457454402305
test-314,0.2676383019428622,0.338160211351515,0.5762072454894429
test-315,0.5797960908783178,0.2887452290000021,0.21936308686170572
test-316,0.34548908793253574,0.5695952798765958,0.33111660885791133
test-317,0.3433500154856613,0.6349303703974658,0.3633968569536367
test-318,0.5141732270557049,0.2178085735551532,0.24385142194555243
test-319,0.2066886894169963,0.4373980781248921,0.3800536680945714
test-320,0.35362198641733417,0.44501196071588445,0.4158615127031385
test-321,0.23962038294874918,0.4360942871713482,0.3064186557750261
test-322,0.31444714194295176,0.5867097537883019,0.20844548615624103
test-323,0.18292599640845614,0.6041182573510103,0.31720411144651495
test-324,0.4239110166434844,0.4023076816721048,0.3592829965571905
test-325,0.6562581187211788,0.19831830958973157,0.1847591761761924
test-326,0.30459113713307856,0.36847013422765706,0.415549183643954
test-327,0.19331669117614697,0.5588488250623873,0.2036957434354979
test-328,0.4132419637822896,0.3807459196172444,0.3280038662234905
test-329,0.41512123738270146,0.613202219057471,0.4160111051571447
test-330,0.5518909022111262,0.39479797605898204,0.3252312208640305
test-331,0.3026522877977556,0.5610951630656749,0.25604622118491965
test-332,0.24438927138115787,0.6050400340092543,0.34661548983675305
test-333,0.5738678515329714,0.3502368670006489,0.30250813025516726
test-334,0.47539611947765903,0.25062248865063663,0.31344371803027954
test-335,0.43886815402375695,0.43934596362388545,0.19231039673961473
test-336,0.4141443384172891,0.4040457028001368,0.33731626587408886
test-337,0.2262160217852692,0.5752387079783771,0.30528426940511605
test-338,0.4186750595236052,0.29199836849570293,0.37475504860795383
test-339,0.31831477774346834,0.5405251749956284,0.26665175373139005
test-340,0.27880546145930446,0.4939418818736144,0.2737384583660388
test-341,0.29328541552466236,0.6317273131530257,0.29015143869502646
test-342,0.6544207651483928,0.37528570828208957,0.20565113978838437
test-343,0.4137053179085277,0.37014965351255574,0.2080599518176791
test-344,0.40920606194657394,0.5096749880335666,0.25258257503517284
test-345,0.4623608861405465,0.2909977378884344,0.35476498825818126
test-346,0.6348469247651646,0.26917587025408096,0.41228305756815237
test-347,0.3212302935772075,0.5117600299238158,0.19978130243407596
test-348,0.31268194493061896,0.4206566184811593,0.2079992723609171
test-349,0.323448070184996,0.5992412237347999,0.24374758251520157
test-350,0.2994876042157108,0.5798406695255337,0.22548898993766953
test-351,0.3474557607653636,0.21285271573222417,0.5728235819658842
test-352,0.391334233040189,0.4665583873970852,0.37304831811745764
test-353,0.29122093881752487,0.4431746468460287,0.25554706024367346
test-354,0.6304651381907403,0.273242056218304,0.311557996837099
test-355,0.3464393982149402,0.4300996309106917,0.535311120408123
test-356,0.5064611519771061,0.3742040905424457,0.3195774399384326
test-357,0.6030364726827759,0.29503522532914866,0.28384112611958456
test-358,0.2922511897091208,0.5032196124438288,0.3958666102362054
test-359,0.4930354231023738,0.36981579005908105,0.33453134712325666
test-360,0.4229026134818592,0.3196567228814674,0.26690259958779994
test-361,0.34824326099049835,0.5335753188103012,0.46546070457085875
test-362,0.36490938908862414,0.5588766610035177,0.3881596567493083
test-363,0.5899074642076856,0.31146725321092433,0.36746583041158903
test-364,0.5378213658720638,0.36111860328373435,0.19911622675981153
test-365,0.31194664733512345,0.45703233822281586,0.32364189850391745
test-366,0.36010359812095405,0.22754523850476263,0.4623447625371594
test-367,0.2160309072175216,0.5319420829092018,0.3925509682546404
test-368,0.20832837967807058,0.6372805689495544,0.21344311906234759
test-369,0.41061480998054944,0.37166056188439633,0.23047896949749574
test-370,0.5888174886237294,0.39084089596439686,0.27971735686114574
test-371,0.3708600843507682,0.5635068830111034,0.2695264549672466
test-372,0.19466250306269364,0.6123466696849287,0.17554613080565987
test-373,0.4819164822631782,0.31324603349715036,0.3827380442379415
test-374,0.4848775464705649,0.23736916391369625,0.200054522608003
test-375,0.38576865356758616,0.243559697429421,0.22355262788508945
test-376,0.47779700176467454,0.19061343449140492,0.2445838883154954
test-377,0.47735650360315746,0.22815862482211396,0.342220593804722
test-378,0.3038616127548587,0.22932998499524127,0.3195493162758081
test-379,0.2668183400563311,0.49225600686378135,0.2716266340009364
test-380,0.49466867502388245,0.26223934010372457,0.37496008443204026
test-381,0.43383229764539866,0.22362007831617667,0.3614624905437369
test-382,0.3520554233276949,0.33180234221474963,0.5239918511815094
test-383,0.31147074704870126,0.35053035518021913,0.22818941250125901
test-384,0.3154536856954999,0.3010892111909157,0.47247497981219333
test-385,0.31997554438840153,0.41919798037731115,0.3926739970173057
test-386,0.478887631583991,0.4104504344541167,0.3375949029547811
test-387,0.47093716763511784,0.3094882134516643,0.36613405621716694
test-388,0.24611478344444118,0.5108819225541513,0.19182006797990422
test-389,0.5713437813901623,0.220474367964335,0.40997371123904397
test-390,0.28494948480359356,0.43796489126643856,0.5622450254209664
test-391,0.36480445130278344,0.45696355872104377,0.39642718336223964
test-392,0.48562462404697476,0.20965017183243903,0.2840739757882346
test-393,0.41111443992838853,0.448981189603168,0.4125801270010635
test-394,0.397057327665671,0.4186726572398265,0.2883290314648588
test-395,0.5621085117215849,0.3788884979439851,0.26338023463181154
test-396,0.353063439805815,0.35338337109015805,0.43574917569875826
test-397,0.3495648327495372,0.23333982531237657,0.49084435525188086
test-398,0.5539930407514898,0.2437047252984993,0.2670584346301458
test-399,0.43696137195550955,0.21018119195490836,0.30763400566893795
test-400,0.2452243566946724,0.5137988534026913,0.32144330010483024
test-401,0.5414850806484081,0.34763174862406215,0.35033870689647795
test-402,0.49772173485743,0.23441175486941895,0.3570389584351881
test-403,0.5250790314992229,0.23088468790360944,0.4144533453155561
test-404,0.4180581345606579,0.3644937161336429,0.31768384610510136
test-405,0.20110857340319782,0.5415591604517094,0.34587300457480763
test-406,0.1793673519674458,0.48561048501028037,0.4300275264858016
test-407,0.33695892391337273,0.5149517419110166,0.39337370947512534
test-408,0.5804413084853353,0.3637444375367638,0.3067883336332597
test-409,0.4543947171359733,0.36246246030789486,0.31162421833474374
test-410,0.2912705322587983,0.5055840158015893,0.3368065652324393
test-411,0.49438719228551026,0.3000456559882671,0.4150726286253156
test-412,0.37527259943901764,0.5025420418136098,0.21284018549210645
test-413,0.6024634953064175,0.3449349004380267,0.17095844373645067
test-414,0.4008333791987629,0.5308212853837152,0.2792248373990661
test-415,0.4682325437352028,0.173572727359684,0.23880393494023908
test-416,0.6415854991770101,0.2589812232162946,0.19172985866788203
test-417,0.5557072274111443,0.2505020521179121,0.3523983901667392
test-418,0.47126543719344605,0.2927508432123228,0.25875015388868483
test-419,0.2786824770883913,0.599943985387773,0.344431535940988
test-420,0.4642540428920343,0.21860309473334386,0.37371701101190224
test-421,0.27333053598357,0.6191111617485516,0.3163344691280797
test-422,0.4573388637051401,0.3345349357533701,0.3845349330433955
test-423,0.34129316991601644,0.37156540398107185,0.49044913577956695
test-424,0.1851698849327677,0.4446089358367588,0.18488527435097918
test-425,0.23470849300233682,0.5526343146999441,0.22703044577689244
test-426,0.29967840710449767,0.606115168024471,0.21850246846473376
test-427,0.3386139027238679,0.6608391288106799,0.34127594606761813
test-428,0.5437011586398062,0.23351385001451994,0.3092796302900664
test-429,0.3354249769857291,0.45642018364192816,0.4663505267223683
test-430,0.6038164469041455,0.22684354043350713,0.40276410920056327
test-431,0.5214549437992129,0.41736381938099,0.23660380277869805
test-432,0.5554162137923205,0.3115273464389173,0.2601144413948162
test-433,0.40740924098230574,0.43539584495358696,0.3740380046647199
test-434,0.2378524448232794,0.518581092008236,0.28028063911186507
test-435,0.1708614033891132,0.46061753245948683,0.18891516604362663
test-436,0.5322096888120063,0.19832312401424887,0.3531261159014005
test-437,0.41896591124040894,0.5077770280052402,0.19234612454567207
test-438,0.23681025789004104,0.43438994640335415,0.2601176984661102
test-439,0.35503549427787173,0.3215377340984682,0.37409858381748284
test-440,0.4168975850270697,0.3630407943152007,0.4767833663059633
test-441,0.34870480671614645,0.3788105116918875,0.1956228317538295
test-442,0.2558188694692722,0.47038551254659877,0.18219411916171094
test-443,0.3045135284954067,0.4208581563770371,0.5424401104316933
test-444,0.3625772512156329,0.5680737610134876,0.35920265924776124
test-445,0.5582390508175464,0.31860817235861205,0.19560725552873898
test-446,0.18341376846800814,0.42219689066971494,0.2462168704789758
test-447,0.39920460105569094,0.3156572042828426,0.29520224240040527
test-448,0.6331904253407435,0.2887366700727269,0.24369922322067522
test-449,0.32546295832253846,0.42922444533908233,0.33769759156655516
test-450,0.5144153234590532,0.280817113350961,0.26367514156293187
test-451,0.37562488819901735,0.3880864478482049,0.25651507883262986
test-452,0.3415149430883562,0.35655924756827523,0.369402400354624
test-453,0.43563231055486146,0.38654028711487387,0.4425831272084627
