ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
validation-2	Kate Nott was born in Camberwell, London. Her father, Philip, was a lithographic printer, and her mother, Alice, ran a boarding house in Brixton; Kate was their third daughter. She was educated at Mary Datchelor Girls' School (now closed), London, before attending King's College, London.	She	177	Alice	106	False	Kate	146	True	http://en.wikipedia.org/wiki/Kathleen_Nott
development-517	After leaving China in 1951, Kate spent a year in Dublin in the home of Alice, her eldest niece. When Alice's family moved to Kenya, Kate moved to and stayed in Canada until 1957. While in Canada, she worked along the Alberta-Saskatchewan border at Cold Lake Hospital for a summer and occasionally helped run Hollandia House, a nursing home in Elk Point, Alberta.	she	197	Alice	102	False	Kate	133	True	http://en.wikipedia.org/wiki/Sally_Wolfe
development-882	Alice photographs them all with her Polaroid camera. Alice finds a magic marker and they write words on Nick's chest and back like ``pig'' and ``rapist''. They are nearly discovered by a security guard, but he leaves without seeing them. Alice eventually confesses to Kate that it was she who was raped, not her friend -- which Kate had already guessed.	she	285	Alice	238	True	Kate	268	False	http://en.wikipedia.org/wiki/The_Business_of_Strangers
validation-295	Alice of The New York Times thought the film missed the mark: ``Though the screenwriter and the director clearly share certain affinities, their collective efforts on Track 29, which opens today at the D. W. Griffith and Quad Cinema, amount to overkill, particularly since the direction is so laden with contempt for the characters... Though Mr. Roeg's films can often be perverse (and startlingly, bracingly so), they are rarely this silly. Nor are they this maddening, since Track 29 does contain the seeds of something tantalizing. Kate's attempt to come to terms with her past through a wildly unpredictable, even dangerous fantasy has the stamp of Mr. Potter's better material, but it has been made too mindless to have any impact.	her	572	Alice	0	False	Kate	535	True	http://en.wikipedia.org/wiki/Track_29
test-178	Alice arrived to the street in 1995 to visit her estranged sister Kate (Robyn Malcolm) and soon got a job at the hospital. The two sisters reconciled when Alice fell off a cliff and the staff began to suspect Kate of pushing her.	her	225	Alice	155	True	Kate	209	False	http://en.wikipedia.org/wiki/Carla_Crozier
test-1862	She was the only French cinema actress to receive an Oscar until Juliette Binoche in 1997 (Supporting Actress) and Marion Cotillard in 2008 (Best Actress), and the first woman to win the award appearing in a foreign film. She was offered films in Hollywood, but turned them down, continuing to work in France and England--notably opposite Laurence Olivier in Term of Trial (1962)--until 1965. Earning another Oscar nomination for her work on what would be Alice's final film--Columbia Pictures' Ship of Fools, also starring Lee Marvin--Kate appeared in a few other Hollywood films before returning to France in 1969.	her	430	Alice	456	False	Kate	536	True	http://en.wikipedia.org/wiki/Simone_Signoret
test-167	According to Julia Marton-Lefevre, the International Union for the Conservation of Nature oil and gas exploring in the Arctic would have drastic consequences and the world should find low-carbon sources of energy. John of Blur showed a poster of Michael during the band's concert in Santiago, Chile, on 7 November, asking for him to be freed.	him	326	John	214	False	Michael	246	True	http://en.wikipedia.org/wiki/Greenpeace_Arctic_Sunrise_ship_case
validation-25	General Michael served in the Maryland Military Department as chief of staff and assistant adjutant general for state operations. He also served as director of the Cemetery and Memorial Programs and as the deputy secretary of Veterans Affairs. In May 2007, Governor John appointed General Michael to his cabinet as the secretary of Veterans Affairs.	his	300	John	266	True	Michael	289	False	http://en.wikipedia.org/wiki/James_A._Adkins
test-1611	Isabelle Kate (July 27, 1938) is a French singer. Born as Alice in Lille, France, Kate won the Eurovision Song Contest in 1962 representing France and singing ``Un premier amour'' (A first love) with music composed by Claude-Henri Vic and lyrics by Roland Stephane Valade. In 1968, she returned to the contest, again representing France, finishing third, and singing ``La source'' (The Source) with music by Daniel Faure and lyrics by Henri Dijan, and Guy Bonnet.	she	282	Alice	58	False	Kate	82	True	http://en.wikipedia.org/wiki/Isabelle_Aubret
test-1150	Michael Farr, author of Tintin: The Complete Companion, notes: ``Whereas Herg* kept Tintin's facial expressions to a bare minimum ... Haddock's could be contorted with emotion.'' Farr goes on to write that ``In Haddock, Herg* had come up with his most inspired character since creating Tintin'' and sales of the volume in which Haddock was introduced indicated the character was well received.	his	243	Farr	179	False	Haddock	211	False	http://en.wikipedia.org/wiki/Captain_Haddock
test-641	An active American (or Northern) Baptist, he held important positions in his denomination and in local and national councils of churches. Baptists writing memorials remembered him as much as a church figure as a political candidate. On the death of John, Michael became the eldest governor of any U.S. state still living. When he died, the title was passed to Charles Poletti, a former governor of New York State.	he	327	John	249	False	Michael	255	True	http://en.wikipedia.org/wiki/Harold_Stassen
test-1407	It was announced in January 2011 that Kate would be arriving to the show alongside Roimata Ngatai and that Kate would be ``Beautiful, energetic and outgoing''. It was also said that Kate would carry some hidden secrets. It was announced Alice was to portray Kate, describing the character, she said Kate; ``cares a lot about people and doing the right thing.	she	290	Alice	237	True	Kate	258	False	http://en.wikipedia.org/wiki/Jill_Kingsbury
test-1540	Kate's younger sisters, Delia and Amy, are also screenwriters. Her sister Hallie Alice is a journalist, book reviewer, and novelist who writes crime fiction. Alice's parents based the ingenue character in the play and film version of Take Her, She's Mine on the 22-year-old Kate and her letters from college.	her	283	Alice	158	False	Kate	274	True	http://en.wikipedia.org/wiki/Nora_Ephron
development-1238	She went to school with Benny's grandmother but physically looks 17 because she has used her powers to maintain immortality. It's revealed that Stephanie teased Alice when Alice used to be a nerd as a human. Stephanie puts a spell on Alice and Kate so they obey her.	her	262	Alice	234	False	Kate	244	False	http://en.wikipedia.org/wiki/List_of_My_Babysitter's_a_Vampire_characters
test-873	The childhood of Denise, Adrian and Daryl Klein was far from settled. Kathleen Klein began an affair with a Worcestershire Regiment officer called Herbert Berkeley Dealtry, who was much younger than her husband, and little than herself, and when Hermann Klein became aware of it he filed a petition for divorce, which was granted in December 1901.	he	279	Herbert Berkeley Dealtry	147	False	Hermann Klein	246	True	http://en.wikipedia.org/wiki/Denise_Robins
development-1691	Mathilde and her husband always supported each other, and Mathilde Bajer was active in the Danish Peace Society (Dansk Fredsforening) to which Fredrik Bajer was dedicated. The English Quaker and pacifist Priscilla Hannah Alice met Fredrik and Matilde Bajer at a Nordic Women's meeting in 1888. Alice paid Matilde Bajer's expenses so that she could participate in international peace meetings.	she	338	Alice	294	False	Matilde Bajer	305	True	http://en.wikipedia.org/wiki/Matilde_Bajer
test-320	Michael began playing the acoustic bass when he discovered Paul Chambers at age 10. Michael began his career by age 12, and after switching to the electric bass, was discovered by saxophonist King John in 1966. With his connection through John to Atlantic Records, Michael was soon recording with other Atlantic recording artists, including Aretha Franklin, Ray Charles, Wilson Pickett, The Rascals, Roberta Flack and Margie Joseph.	his	216	John	239	False	Michael	265	True	http://en.wikipedia.org/wiki/Jerry_Jemmott
development-684	Eric played baritone sax in the band. Rich Mansfield, also known as Brother Rick and the musical director from the American Soundtrack series played tenor sax in the band. Leeds' brother, Alan Leeds, was the tour manager for Michael in the early 1980s and introduced his brother to Michael not long after the Purple Rain tour.	his	267	Alan Leeds	188	True	Michael	225	False	http://en.wikipedia.org/wiki/Eric_Leeds
development-1778	Upon her father's death, she became sovereign Duchess of Brittany, Countess of Nantes, Montfort and Richmont and Viscountess of Limoges. In her time, she was the richest European woman. Alice was the only child of Francis and Kate to survive childhood (she had a younger sister, Isabeau, who died in 1490).	she	253	Alice	186	True	Kate	226	False	http://en.wikipedia.org/wiki/Anne_of_Brittany
development-1911	She won back-to-back three setters against Victoria Azarenka and Elena Dementieva, the latter of whom she beat in the final to win her fifth title of the year. She then entered the China Open in Beijing. In the third round, Alice faced Kate, who had routed her at Wimbledon.	her	257	Alice	224	True	Kate	236	False	http://en.wikipedia.org/wiki/Caroline_Wozniacki
development-5	Her Santa Fe Opera debut in 2005 was as Nuria in the revised edition of Golijov's Ainadamar. She sang on the subsequent Deutsche Grammophon recording of the opera. For his opera Doctor Atomic, Adams rewrote the role of Alice, originally a mezzo-soprano role, for soprano voice, and Kate sang the rewritten part of Alice at Lyric Opera of Chicago, De Nederlandse Opera, and the Metropolitan Opera., all in 2007. She has since sung several parts and roles in John Adams' works, including the soprano part in El Ni*o, and the role of Kumudha in A Flowering Tree in the Peter Sellars production at the New Crowned Hope Festival in Vienna.	She	411	Alice	219	False	Kate	282	True	http://en.wikipedia.org/wiki/Jessica_Rivera
test-1670	Kate maintained correspondence throughout her life with her sister the queen, who also paid for her various minor expenses, as well as minor expenses of the orphaned Agnes of Eltham. After Kate's sister, Alice of York, married Henry VII, Alice paid some of Kate's expenses and kept in touch with her via messengers.	her	296	Alice	238	False	Kate	257	True	http://en.wikipedia.org/wiki/Bridget_of_York
test-1075	``Round House Boogie'' / ``Kickin' the Blues Around'' was credited to the Bep John Orchestra; whilst ``Sax-ony Boogie'' was listed as by Saxman John and its b-side, the vocal ``Dumb Woman Blues,'' as by J.T. (Big Boy) John. John later played and recorded with Michael. He also recorded as a leader for several independent record label s, including United and JOB.	He	269	John	224	True	Michael	260	False	http://en.wikipedia.org/wiki/J._T._Brown
test-1627	Alice Alice, Kate of Carini (1529 -- 4 December 1563) was an Italian noblewoman who was murdered, allegedly by her father, in Carini, Sicily, for having committed adultery.	her	111	Alice	6	True	Kate	13	False	http://en.wikipedia.org/wiki/Laura_Lanza
development-26	They were broadly positive, though they stopped short of naming it one of Ayckbourn's best. Michael Billington in The Guardian wrote ``Few dramatists in history have painted a more devastating picture of the emotional damage wrought by bullying men,'' and described Martin's misguided affection for his girlfriends as ``an instant image of a grisly inheritance''.	his	299	Michael Billington	92	False	Martin	266	True	http://en.wikipedia.org/wiki/Life_and_Beth
test-458	However in 1900, he married Lillian ``Muddie'' O'Connell, also from Cork city. They had six children including five daughters Pearl (Binnie), Muriel, Cecil, Ita and Ethna, and a son Sarsfield. A contemporary and friend of Michael Collins, the Irish revolutionary, Smiddy was appointed by Collins to be his Economic Adviser to Plenipotentiaries for the Treaty Negotiations from October to December 1921 following the War of Independence.	his	302	Smiddy	264	False	Collins	288	True	http://en.wikipedia.org/wiki/Timothy_Smiddy
development-1437	Born at ``Schloss Monrepos'' in Neuwied, she was the daughter of Hermann, Prince of Wied, and his wife Princess Marie of Nassau, daughter of William, Duke of Nassau a grandson of Princess Carolina of Orange-Nassau, (and sister of Adolphe, Grand Duke of Luxembourg. Her niece Princess Emma of Waldeck and Pyrmont (2 August 1858 -- 20 March 1934) was the fourth daughter of Georg Viktor, Prince of Waldeck and Pyrmont, and Princess Helena of Nassau. She became Queen of the Netherlands and Grand Duchess of Luxembourg as the wife of King-Grand Duke William III.	She	448	Emma of Waldeck and Pyrmont	284	True	Helena of Nassau	430	False	http://en.wikipedia.org/wiki/Elisabeth_of_Wied
development-369	Michael, while coming from Bombay, accompanies a woman, Janaki, and keeps her as his mistress and enjoys romance. But she is slowly dying of Tuberculosis. Satyapal, Puran Bhagat Singh, and Ralia all play their role in the struggle against the capitalists in their own way. Michael's John approaches are unwelcomed. Ralia, in his utter madness kills Michael, hitting his head against a machine repeatedly.	his	325	John	283	False	Michael	349	False	http://en.wikipedia.org/wiki/The_Big_Heart
test-865	Barbara Summers' son is the animator/producer Kimson Albert. She was also survived by her sisters, Lucy Summers and Kate, and brother Don Summers, her elder sister Sandy Head having predeceased her.	her	147	Lucy Summers	99	False	Kate	116	False	http://en.wikipedia.org/wiki/Barbara_Summers
development-1476	Numerous convents, abbeys, and other religious institutions were built. The ethnic German and Irish descendants maintain a strong Catholic presence in the city. Nicholas E. Gonner (1835-1892), a Catholic immigrant from Pfaffenthal in Luxembourg, founded the Catholic Publishing Company of Dubuque, Iowa. His son Nicholas E. Gonner Jr. (1870-1922) took over in 1892, editing two German language weeklies, an English language weekly, and the Daily Tribune, the only Catholic daily newspaper ever published in the United States.	His	304	Nicholas E. Gonner	161	True	Nicholas E. Gonner Jr.	312	False	http://en.wikipedia.org/wiki/Dubuque,_Iowa
test-1556	1954, Beneath the Southern Cross, Illustrated by Alice, F.W. Cheshire. From the early 1950s until shortly before her death Kate, with her friend Jessie MacLeod, wrote and published a set of innovative school textbooks on Australian History.	her	113	Alice	49	False	Kate	123	True	http://en.wikipedia.org/wiki/Helen_Palmer_(publisher)
development-399	John continues to fend off his drug dealer's collectors and to see Dr. Rosshilde for drug tests. He remains impervious to her judgments about his sobriety and his perfectionism but, when asked, admits he knows Tony is in love with him. When John receives an invitation to the reopening of Michael's restaurant, he asks Helene to accompany him.	he	311	John	241	True	Michael	289	False	http://en.wikipedia.org/wiki/Burnt_(film)
validation-196	The following week, Kate was nominated for eviction as part of Nakomis's ``Six Finger Plan'', which led to Drew winning the Power of Veto and using it to save Kate. When Alice turned on the girls alliance, Drew and Kate began to side with her, causing Kate's friendship with Nakomis and Karen to strain.	her	239	Alice	170	True	Kate	215	False	http://en.wikipedia.org/wiki/List_of_Big_Brother_5_houseguests_(U.S.)
test-39	Of the 3,464 Medals of Honor awarded as of September 17, 2009, an estimated 2,018 have been awarded to Irish-American recipients, more than twice the number awarded any other ethnic group; 257 Irish-born Americans have received the Medal of Honor which represents more than half of foreign-born MOH recipients. A monument to these Irish-born Medal of Honor recipients is located at Valley Forge's Medal of Honor Grove; erected by the Ancient Order of Hibernians. The first Irish American to receive the Medal was Michael Madden, who received it for his actions in the American Civil War	his	549	Irish American	473	False	Michael Madden	513	True	http://en.wikipedia.org/wiki/List_of_Irish-American_Medal_of_Honor_recipients
test-674	Campbell in 1936, and moved with him to Arlington, Virginia, where she helped raise his two children, and they would have three sons together. Rev. Edmund D. Campbell, Jr. predeceased his long-lived mother, but the twins H. Donald Campbell and Rev. Benjamin P. Campbell and their sister Virginia Campbell Holt survived her, as well did nine grandchildren and five great-grandchildren.	her	319	Campbell	261	True	Virginia Campbell Holt	287	False	http://en.wikipedia.org/wiki/Elizabeth_Campbell_(television)
test-390	Capoulade in Le testament de M Crac (1871) Baron in Le droit du seigneur (1878) Pontcornet in Fran*ois les bas-bleus (1883) Patouillard in Le mari de la reine (1889) Smithson in Miss Heylett (1894) In 1885 he took the part of Godet in the premiere run of Naufrage de M Godet and compered the revue Les Potins de Paris at the Th**tre des Vari*t*s; in 1886 he was Commissaire Trousselet in Fiacre 117 and in 1887 Doyenn* in Coup de foudre. Montrouge sang in several revivals at the Bouffes Parisiens, including the Baron in Le droit du seigneur, John in La mascotte, and Michael in Jos*phine vendue par ses s*urs in 1889. His wife was the actress and operetta singer Marguerite Mac*-Montrouge whom he met while working at the Folies-Marigny.	His	620	John	544	False	Michael	569	False	http://en.wikipedia.org/wiki/Montrouge_(actor)
validation-435	Finding that his relationship with Kate has become strained and a distraction, David has her moved to another job. However, he is spurred to action on Christmas Eve when he finds a Christmas card from Kate declaring that she is his and no one else's. After a door to door search of her street, he comes across Alice, who informs him that Kate lives next door.	her	282	Alice	310	False	Kate	338	True	http://en.wikipedia.org/wiki/Love_Actually
validation-374	Throughout the voyage, the various passengers meet and interact. William and Kate fall in love at first sight, while Winnie and Jeremy fall for each other after Winnie's dog Flopsy trips him. Gaston meanwhile attempts to woo Alice with Kate's locket, which he found after she unknowingly dropped it.	she	272	Alice	225	False	Kate	236	True	http://en.wikipedia.org/wiki/Titanic:_The_Legend_Goes_On
test-1697	Aunn invites her to a restaurant to send about Manzar's proposal. Nighat, Aunn's grand mother and mother accost them at the restaurant where they start hitting both of them. Aunn tries to clear the misunderstanding between him and his family about Shehna. Alice tells Kate about Nighat and her father.	her	290	Alice	256	False	Kate	268	False	http://en.wikipedia.org/wiki/Aunn_Zara
test-321	Charles Michael (born on September 27, 1958 in Toronto, Ontario) is a politician in Ontario, Canada. He is the Member of Provincial Parliament (MPP) for the riding of Mississauga South, and is the province's Minister of Labour in the Cabinet of Premier John. Prior to his appointment to Cabinet in December 2010, Michael served as the Parliamentary Assistant to the Minister of Economic Development and Trade Michael grew up in Mississauga South, and is currently living in Clarkson with his wife Zenaida and their three children.	his	268	John	253	False	Michael	313	True	http://en.wikipedia.org/wiki/Charles_Sousa
test-1599	Alice is a Canadian talk show which aired on CBC Television between October 1974 and July 1975. Alice interviewed various guests including Michael Magee, Kate, Paul Rimstead, Allan Fotheringham, and Jack Webster and in the premiere episode her guests included Roman Gralewicz, the President of the Seafarers' International Union, and, for a surprise appearance, Gerda Munsinger, the woman at the centre of a 1966 scandal (the Munsinger Affair) that involved Cabinet Minister Pierre Sevigny.	her	240	Alice	96	True	Kate	154	False	http://en.wikipedia.org/wiki/Barbara_Frum_(TV_series)
development-1336	During this period, John had lost over 100 pounds of weight. His gimmick was that of an arrogant stud who would insult the looks and weight of fans and other wrestlers, in an ironic twist. John wrestled at Hardcore Homecoming against Tracy Smothers in what commentator Michael called a ``Comedy Match'', and also appeared with Raven during the Raven vs. Sandman Match. He would also be used at WWE's ECW One Night Stand pay-per-view on June 12, 2005.	He	369	John	189	True	Michael	269	False	http://en.wikipedia.org/wiki/Brian_Heffron
