ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
development-44	Among which: 3 (``Limpido / Limpio'', ``Se non te / Sino a ti'' and ``Dove resto solo io / Donde quedo solo yo'') are completely new and written for this album (all these three tracks were chosen as the singles of the album). The first single of the album, ``Limpido / Limpio'', is included in its solo and duet versions with Kylie Minogue. 2 (``Ramaya'' and ``Kate'') are amateur recordings of Elizabeth singing the famous song ``Ramaya'' when she was two years old (the former) and her daughter saying the word ``mamma'' (mommy) for the first time (the latter).	she	445	Kate	361	False	Elizabeth	395	True	http://en.wikipedia.org/wiki/20_%E2%80%93_The_Greatest_Hits_(Laura_Pausini_album)
test-1063	The crater, Ulugh Beigh, on the Moon, was named after him by the German astronomer Johann Heinrich von M*dler on his 1830 map of the Moon. 2439 Michael, a main-belt asteroid which was discovered on 21 August 1977 by James. Chernykh at Jamesauchnyj, was named after him.	him	265	Michael	144	False	James	216	True	http://en.wikipedia.org/wiki/Ulugh_Beg
test-1262	The BMI takes the sum of the inflation and unemployment rates, and adds to that the interest rate, plus (minus) the shortfall (surplus) between the actual and trend rate of GDP growth. In the late 2000s, Johns Hopkins economist Michael built upon James's misery index and began applying it to countries beyond the United States. His modified misery index is the sum of the interest, inflation, and unemployment rates, minus the year-over-year percent change in per-capita GDP growth.	His	329	Michael	228	True	James	247	False	http://en.wikipedia.org/wiki/Misery_index_(economics)
test-911	First owned by Gene Sens, WZLE's first studios were located in what was formerly a shoe store at the Sheffield Shopping Center. The station was programmed by Jeff Baxter; David James served as production voice (previously, Baxter was Michael's radio partner at WERE in the 1960s; James was the promotional voice of many TV and radio stations around the world from the 1970s, something he would continue into the 21st century).	he	385	Michael	234	False	James	280	True	http://en.wikipedia.org/wiki/WCLV
test-650	However, the team's biggest success was in the UEFA Champions League; for the first time in its history, Valencia reached a European Cup final. However, in the Final in Paris on 24 May 2000, Real Madrid beat Los Che 3--0. It was also Claudio L*pez's farewell, as he had agreed to sign for the Italian side Lazio, also leaving was Michael for Internazionale and James for Barcelona.	he	263	Michael	330	False	James	361	False	http://en.wikipedia.org/wiki/Valencia_CF
test-683	23 June -- Launching a long campaign at the Sydney Opera House, Prime Minister James promises that ``no child will be living in poverty by the year 1990'' and woos the environmental vote by promising no mining in Kakadu. 25 June -- Federal Opposition Leader Michael makes his policy speech as a rousing call to middle Australia. 11 July -- With a good deal of help from the Joh for Canberra campaign which splits the conservative vote between his National Party and the Liberal Party's Michael, prime minister James's ALP government is re-elected for a third term.	his	443	Michael	486	False	James	510	False	http://en.wikipedia.org/wiki/1987_in_Australia
test-486	Named ''Prince consort of French chanson`` by Kate in the newspaper Le Saule in January 2011 or compared to Berlioz by *ric Loret (''If Gainsbourg was Chopin``, Lib*ration, May 2010), Areski has also collaborated with Elizabeth, Georges Moustaki or Sapho. With her, he contributed to the Voix de la M*diterran*e festival in Lod*ve.	her	261	Kate	46	False	Elizabeth	218	False	http://en.wikipedia.org/wiki/Areski_Belkacem
test-845	Although initially puzzling - such as when he is outside college, seemingly lost in a daydream - the situation quickly becomes alarming, as Michael damages a shop window at night and is arrested. Terrified of going back to quarantine, Michael does not inform his father of his blackouts. Eventually the purpose of his blackouts become clear, and Michael is revealed to be the man responsible for the assassination of James. Under the advice of his father, Michael originally intends to keep his actions a secret, but guilt overwhelms him as another man is arrested and charged.	his	444	Michael	346	True	James	417	False	http://en.wikipedia.org/wiki/Kyle_Baldwin
development-1614	In 1965, the Cook sisters were honored as Righteous Gentiles by the Yad Vashem Martyrs and Heroes Remembrance Authority in Israel. Between 1936 and 1985, Ida Cook wrote 112 romance novels as Elizabeth for Mills & Boon (many of which were later republished by Harlequin). She helped to found, and from 1966 to 1986 was the second president of, the Romantic Novelists' Association.	She	271	Ida Cook	154	True	Elizabeth	191	False	http://en.wikipedia.org/wiki/Mary_Burchell
test-1603	Anna Katharina Sch*nkopf (pronounced (*ana* kata**ri*na* ****nk*pf); also called ``K*thchen`` ((*k**t**n)) and ``Kate`` ((a*n*t*)); * 22 August 1746 Leipzig - 20 May 1810 ibidem) was the daughter of the pewterer and wine merchant Christian Gottlieb Sch*nkopf ((*kr*sti*a*n *g*tli*p...); 1716-1791) and his wife Katharina Sibylla ((...zy**b*la*...)), born Hauck ((*ha*k); 1714-1790). The young Johann Wolfgang Goethe, who studied in Leipzig from 1765 to 1768, fell in love with her in 1766.	her	477	Kate	113	True	Katharina Sibylla	311	False	http://en.wikipedia.org/wiki/Anna_Katharina_Sch%C3%B6nkopf
test-81	She meets Kate, a Japanese student, at a bar. Kate and Elizabeth return to Elizabeth's home but Kate is perturbed at Elizabeth's description of the death of her mother and the statement that Elizabeth murdered her father. Kate tries to leave, but off screen Elizabeth murders her, chops her up and bags the organs, putting them in her refrigerator.	her	276	Kate	222	True	Elizabeth	258	False	http://en.wikipedia.org/wiki/The_Eyes_of_My_Mother
development-1247	Lester and Davis shared some crucial scenes in the film, and it was soon being reported that Davis was very taken by the handsome young Englishman, going out of her way to help him and put him at his ease on set. It is generally believed that a brief relationship of some description developed between the two, although nothing came of it. Writer Michael, a long-time friend of Davis, recalled: ``She found James attractive and sweet, but he was a bit tame for her speed.''	he	439	Michael	347	False	James	407	True	http://en.wikipedia.org/wiki/Bruce_Lester
validation-2	Elizabeth Nott was born in Camberwell, London. Her father, Philip, was a lithographic printer, and her mother, Kate, ran a boarding house in Brixton; Elizabeth was their third daughter. She was educated at Mary Datchelor Girls' School (now closed), London, before attending King's College, London.	She	186	Kate	111	False	Elizabeth	150	True	http://en.wikipedia.org/wiki/Kathleen_Nott
development-517	After leaving China in 1951, Elizabeth spent a year in Dublin in the home of Kate, her eldest niece. When Kate's family moved to Kenya, Elizabeth moved to and stayed in Canada until 1957. While in Canada, she worked along the Alberta-Saskatchewan border at Cold Lake Hospital for a summer and occasionally helped run Hollandia House, a nursing home in Elk Point, Alberta.	she	205	Kate	106	False	Elizabeth	136	True	http://en.wikipedia.org/wiki/Sally_Wolfe
development-882	Kate photographs them all with her Polaroid camera. Kate finds a magic marker and they write words on Nick's chest and back like ``pig'' and ``rapist''. They are nearly discovered by a security guard, but he leaves without seeing them. Kate eventually confesses to Elizabeth that it was she who was raped, not her friend -- which Elizabeth had already guessed.	she	287	Kate	236	True	Elizabeth	265	False	http://en.wikipedia.org/wiki/The_Business_of_Strangers
validation-295	Kate of The New York Times thought the film missed the mark: ``Though the screenwriter and the director clearly share certain affinities, their collective efforts on Track 29, which opens today at the D. W. Griffith and Quad Cinema, amount to overkill, particularly since the direction is so laden with contempt for the characters... Though Mr. Roeg's films can often be perverse (and startlingly, bracingly so), they are rarely this silly. Nor are they this maddening, since Track 29 does contain the seeds of something tantalizing. Elizabeth's attempt to come to terms with her past through a wildly unpredictable, even dangerous fantasy has the stamp of Mr. Potter's better material, but it has been made too mindless to have any impact.	her	576	Kate	0	False	Elizabeth	534	True	http://en.wikipedia.org/wiki/Track_29
test-178	Kate arrived to the street in 1995 to visit her estranged sister Elizabeth (Robyn Malcolm) and soon got a job at the hospital. The two sisters reconciled when Kate fell off a cliff and the staff began to suspect Elizabeth of pushing her.	her	233	Kate	159	True	Elizabeth	212	False	http://en.wikipedia.org/wiki/Carla_Crozier
test-1862	She was the only French cinema actress to receive an Oscar until Juliette Binoche in 1997 (Supporting Actress) and Marion Cotillard in 2008 (Best Actress), and the first woman to win the award appearing in a foreign film. She was offered films in Hollywood, but turned them down, continuing to work in France and England--notably opposite Laurence Olivier in Term of Trial (1962)--until 1965. Earning another Oscar nomination for her work on what would be Kate's final film--Columbia Pictures' Ship of Fools, also starring Lee Marvin--Elizabeth appeared in a few other Hollywood films before returning to France in 1969.	her	430	Kate	456	False	Elizabeth	535	True	http://en.wikipedia.org/wiki/Simone_Signoret
test-167	According to Julia Marton-Lefevre, the International Union for the Conservation of Nature oil and gas exploring in the Arctic would have drastic consequences and the world should find low-carbon sources of energy. Michael of Blur showed a poster of James during the band's concert in Santiago, Chile, on 7 November, asking for him to be freed.	him	327	Michael	214	False	James	249	True	http://en.wikipedia.org/wiki/Greenpeace_Arctic_Sunrise_ship_case
validation-25	General James served in the Maryland Military Department as chief of staff and assistant adjutant general for state operations. He also served as director of the Cemetery and Memorial Programs and as the deputy secretary of Veterans Affairs. In May 2007, Governor Michael appointed General James to his cabinet as the secretary of Veterans Affairs.	his	299	Michael	264	True	James	290	False	http://en.wikipedia.org/wiki/James_A._Adkins
test-1611	Isabelle Elizabeth (July 27, 1938) is a French singer. Born as Kate in Lille, France, Elizabeth won the Eurovision Song Contest in 1962 representing France and singing ``Un premier amour'' (A first love) with music composed by Claude-Henri Vic and lyrics by Roland Stephane Valade. In 1968, she returned to the contest, again representing France, finishing third, and singing ``La source'' (The Source) with music by Daniel Faure and lyrics by Henri Dijan, and Guy Bonnet.	she	291	Kate	63	False	Elizabeth	86	True	http://en.wikipedia.org/wiki/Isabelle_Aubret
test-1150	Michael Farr, author of Tintin: The Complete Companion, notes: ``Whereas Herg* kept Tintin's facial expressions to a bare minimum ... Haddock's could be contorted with emotion.'' Farr goes on to write that ``In Haddock, Herg* had come up with his most inspired character since creating Tintin'' and sales of the volume in which Haddock was introduced indicated the character was well received.	his	243	Farr	179	False	Haddock	211	False	http://en.wikipedia.org/wiki/Captain_Haddock
test-641	An active American (or Northern) Baptist, he held important positions in his denomination and in local and national councils of churches. Baptists writing memorials remembered him as much as a church figure as a political candidate. On the death of Michael, James became the eldest governor of any U.S. state still living. When he died, the title was passed to Charles Poletti, a former governor of New York State.	he	328	Michael	249	False	James	258	True	http://en.wikipedia.org/wiki/Harold_Stassen
test-1407	It was announced in January 2011 that Elizabeth would be arriving to the show alongside Roimata Ngatai and that Elizabeth would be ``Beautiful, energetic and outgoing''. It was also said that Elizabeth would carry some hidden secrets. It was announced Kate was to portray Elizabeth, describing the character, she said Elizabeth; ``cares a lot about people and doing the right thing.	she	309	Kate	252	True	Elizabeth	272	False	http://en.wikipedia.org/wiki/Jill_Kingsbury
test-1540	Elizabeth's younger sisters, Delia and Amy, are also screenwriters. Her sister Hallie Kate is a journalist, book reviewer, and novelist who writes crime fiction. Kate's parents based the ingenue character in the play and film version of Take Her, She's Mine on the 22-year-old Elizabeth and her letters from college.	her	291	Kate	162	False	Elizabeth	277	True	http://en.wikipedia.org/wiki/Nora_Ephron
development-1238	She went to school with Benny's grandmother but physically looks 17 because she has used her powers to maintain immortality. It's revealed that Stephanie teased Kate when Kate used to be a nerd as a human. Stephanie puts a spell on Kate and Elizabeth so they obey her.	her	264	Kate	232	False	Elizabeth	241	False	http://en.wikipedia.org/wiki/List_of_My_Babysitter's_a_Vampire_characters
test-873	The childhood of Denise, Adrian and Daryl Klein was far from settled. Kathleen Klein began an affair with a Worcestershire Regiment officer called Herbert Berkeley Dealtry, who was much younger than her husband, and little than herself, and when Hermann Klein became aware of it he filed a petition for divorce, which was granted in December 1901.	he	279	Herbert Berkeley Dealtry	147	False	Hermann Klein	246	True	http://en.wikipedia.org/wiki/Denise_Robins
development-1691	Mathilde and her husband always supported each other, and Mathilde Bajer was active in the Danish Peace Society (Dansk Fredsforening) to which Fredrik Bajer was dedicated. The English Quaker and pacifist Priscilla Hannah Kate met Fredrik and Matilde Bajer at a Nordic Women's meeting in 1888. Kate paid Matilde Bajer's expenses so that she could participate in international peace meetings.	she	336	Kate	293	False	Matilde Bajer	303	True	http://en.wikipedia.org/wiki/Matilde_Bajer
test-320	James began playing the acoustic bass when he discovered Paul Chambers at age 10. James began his career by age 12, and after switching to the electric bass, was discovered by saxophonist King Michael in 1966. With his connection through Michael to Atlantic Records, James was soon recording with other Atlantic recording artists, including Aretha Franklin, Ray Charles, Wilson Pickett, The Rascals, Roberta Flack and Margie Joseph.	his	215	Michael	238	False	James	267	True	http://en.wikipedia.org/wiki/Jerry_Jemmott
development-684	Eric played baritone sax in the band. Rich Mansfield, also known as Brother Rick and the musical director from the American Soundtrack series played tenor sax in the band. Leeds' brother, Alan Leeds, was the tour manager for James in the early 1980s and introduced his brother to James not long after the Purple Rain tour.	his	265	Alan Leeds	188	True	James	225	False	http://en.wikipedia.org/wiki/Eric_Leeds
development-1778	Upon her father's death, she became sovereign Duchess of Brittany, Countess of Nantes, Montfort and Richmont and Viscountess of Limoges. In her time, she was the richest European woman. Kate was the only child of Francis and Elizabeth to survive childhood (she had a younger sister, Isabeau, who died in 1490).	she	257	Kate	186	True	Elizabeth	225	False	http://en.wikipedia.org/wiki/Anne_of_Brittany
development-1911	She won back-to-back three setters against Victoria Azarenka and Elena Dementieva, the latter of whom she beat in the final to win her fifth title of the year. She then entered the China Open in Beijing. In the third round, Kate faced Elizabeth, who had routed her at Wimbledon.	her	261	Kate	224	True	Elizabeth	235	False	http://en.wikipedia.org/wiki/Caroline_Wozniacki
development-5	Her Santa Fe Opera debut in 2005 was as Nuria in the revised edition of Golijov's Ainadamar. She sang on the subsequent Deutsche Grammophon recording of the opera. For his opera Doctor Atomic, Adams rewrote the role of Kate, originally a mezzo-soprano role, for soprano voice, and Elizabeth sang the rewritten part of Kate at Lyric Opera of Chicago, De Nederlandse Opera, and the Metropolitan Opera., all in 2007. She has since sung several parts and roles in John Adams' works, including the soprano part in El Ni*o, and the role of Kumudha in A Flowering Tree in the Peter Sellars production at the New Crowned Hope Festival in Vienna.	She	414	Kate	219	False	Elizabeth	281	True	http://en.wikipedia.org/wiki/Jessica_Rivera
test-1670	Bridget maintained correspondence throughout her life with her sister the queen, who also paid for her various minor expenses, as well as minor expenses of the orphaned Agnes of Eltham. After Bridget's sister, Elizabeth of York, married Henry VII, Elizabeth paid some of Bridget's expenses and kept in touch with her via messengers.	her	313	Elizabeth	248	False	Bridget	271	True	http://en.wikipedia.org/wiki/Bridget_of_York
test-1075	``Round House Boogie'' / ``Kickin' the Blues Around'' was credited to the Bep Brown Orchestra; whilst ``Sax-ony Boogie'' was listed as by Saxman Brown and its b-side, the vocal ``Dumb Woman Blues,'' as by J.T. (Big Boy) Brown. Brown later played and recorded with Elmore James. He also recorded as a leader for several independent record label s, including United and JOB.	He	278	Brown	227	True	Elmore James	264	False	http://en.wikipedia.org/wiki/J._T._Brown
test-1627	Kate Kate, Elizabeth of Carini (1529 -- 4 December 1563) was an Italian noblewoman who was murdered, allegedly by her father, in Carini, Sicily, for having committed adultery.	her	114	Kate	5	True	Elizabeth	11	False	http://en.wikipedia.org/wiki/Laura_Lanza
development-26	They were broadly positive, though they stopped short of naming it one of Ayckbourn's best. Michael Billington in The Guardian wrote ``Few dramatists in history have painted a more devastating picture of the emotional damage wrought by bullying men,'' and described Martin's misguided affection for his girlfriends as ``an instant image of a grisly inheritance''.	his	299	Michael Billington	92	False	Martin	266	True	http://en.wikipedia.org/wiki/Life_and_Beth
test-458	However in 1900, he married Lillian ``Muddie'' O'Connell, also from Cork city. They had six children including five daughters Pearl (Binnie), Muriel, Cecil, Ita and Ethna, and a son Sarsfield. A contemporary and friend of Michael Collins, the Irish revolutionary, Smiddy was appointed by Collins to be his Economic Adviser to Plenipotentiaries for the Treaty Negotiations from October to December 1921 following the War of Independence.	his	302	Smiddy	264	False	Collins	288	True	http://en.wikipedia.org/wiki/Timothy_Smiddy
development-1437	Born at ``Schloss Monrepos'' in Neuwied, she was the daughter of Hermann, Prince of Wied, and his wife Princess Marie of Nassau, daughter of William, Duke of Nassau a grandson of Princess Carolina of Orange-Nassau, (and sister of Adolphe, Grand Duke of Luxembourg. Her niece Princess Emma of Waldeck and Pyrmont (2 August 1858 -- 20 March 1934) was the fourth daughter of Georg Viktor, Prince of Waldeck and Pyrmont, and Princess Helena of Nassau. She became Queen of the Netherlands and Grand Duchess of Luxembourg as the wife of King-Grand Duke William III.	She	448	Emma of Waldeck and Pyrmont	284	True	Helena of Nassau	430	False	http://en.wikipedia.org/wiki/Elisabeth_of_Wied
development-369	James, while coming from Bombay, accompanies a woman, Janaki, and keeps her as his mistress and enjoys romance. But she is slowly dying of Tuberculosis. Satyapal, Puran Bhagat Singh, and Ralia all play their role in the struggle against the capitalists in their own way. James's Michael approaches are unwelcomed. Ralia, in his utter madness kills James, hitting his head against a machine repeatedly.	his	324	Michael	279	False	James	348	False	http://en.wikipedia.org/wiki/The_Big_Heart
test-865	Barbara Summers' son is the animator/producer Kimson Albert. She was also survived by her sisters, Lucy Summers and Elizabeth, and brother Don Summers, her elder sister Sandy Head having predeceased her.	her	152	Lucy Summers	99	False	Elizabeth	116	False	http://en.wikipedia.org/wiki/Barbara_Summers
development-1476	Numerous convents, abbeys, and other religious institutions were built. The ethnic German and Irish descendants maintain a strong Catholic presence in the city. Nicholas E. Gonner (1835-1892), a Catholic immigrant from Pfaffenthal in Luxembourg, founded the Catholic Publishing Company of Dubuque, Iowa. His son Nicholas E. Gonner Jr. (1870-1922) took over in 1892, editing two German language weeklies, an English language weekly, and the Daily Tribune, the only Catholic daily newspaper ever published in the United States.	His	304	Nicholas E. Gonner	161	True	Nicholas E. Gonner Jr.	312	False	http://en.wikipedia.org/wiki/Dubuque,_Iowa
test-1556	1954, Beneath the Southern Cross, Illustrated by Kate, F.W. Cheshire. From the early 1950s until shortly before her death Elizabeth, with her friend Jessie MacLeod, wrote and published a set of innovative school textbooks on Australian History.	her	112	Kate	49	False	Elizabeth	122	True	http://en.wikipedia.org/wiki/Helen_Palmer_(publisher)
development-399	Michael continues to fend off his drug dealer's collectors and to see Dr. Rosshilde for drug tests. He remains impervious to her judgments about his sobriety and his perfectionism but, when asked, admits he knows Tony is in love with him. When Michael receives an invitation to the reopening of James's restaurant, he asks Helene to accompany him.	he	315	Michael	244	True	James	295	False	http://en.wikipedia.org/wiki/Burnt_(film)
validation-196	The following week, Elizabeth was nominated for eviction as part of Nakomis's ``Six Finger Plan'', which led to Drew winning the Power of Veto and using it to save Elizabeth. When Kate turned on the girls alliance, Drew and Elizabeth began to side with her, causing Elizabeth's friendship with Nakomis and Karen to strain.	her	253	Kate	180	True	Elizabeth	224	False	http://en.wikipedia.org/wiki/List_of_Big_Brother_5_houseguests_(U.S.)
test-39	Of the 3,464 Medals of Honor awarded as of September 17, 2009, an estimated 2,018 have been awarded to Irish-American recipients, more than twice the number awarded any other ethnic group; 257 Irish-born Americans have received the Medal of Honor which represents more than half of foreign-born MOH recipients. A monument to these Irish-born Medal of Honor recipients is located at Valley Forge's Medal of Honor Grove; erected by the Ancient Order of Hibernians. The first Irish American to receive the Medal was Michael Madden, who received it for his actions in the American Civil War	his	549	Irish American	473	False	Michael Madden	513	True	http://en.wikipedia.org/wiki/List_of_Irish-American_Medal_of_Honor_recipients
test-674	Campbell in 1936, and moved with him to Arlington, Virginia, where she helped raise his two children, and they would have three sons together. Rev. Edmund D. Campbell, Jr. predeceased his long-lived mother, but the twins H. Donald Campbell and Rev. Benjamin P. Campbell and their sister Virginia Campbell Holt survived her, as well did nine grandchildren and five great-grandchildren.	her	319	Campbell	261	True	Virginia Campbell Holt	287	False	http://en.wikipedia.org/wiki/Elizabeth_Campbell_(television)
test-390	Capoulade in Le testament de M Crac (1871) Baron in Le droit du seigneur (1878) Pontcornet in Fran*ois les bas-bleus (1883) Patouillard in Le mari de la reine (1889) Smithson in Miss Heylett (1894) In 1885 he took the part of Godet in the premiere run of Naufrage de M Godet and compered the revue Les Potins de Paris at the Th**tre des Vari*t*s; in 1886 he was Commissaire Trousselet in Fiacre 117 and in 1887 Doyenn* in Coup de foudre. Montrouge sang in several revivals at the Bouffes Parisiens, including the Baron in Le droit du seigneur, Michael in La mascotte, and James in Jos*phine vendue par ses s*urs in 1889. His wife was the actress and operetta singer Marguerite Mac*-Montrouge whom he met while working at the Folies-Marigny.	His	621	Michael	544	False	James	572	False	http://en.wikipedia.org/wiki/Montrouge_(actor)
validation-435	Finding that his relationship with Elizabeth has become strained and a distraction, David has her moved to another job. However, he is spurred to action on Christmas Eve when he finds a Christmas card from Elizabeth declaring that she is his and no one else's. After a door to door search of her street, he comes across Kate, who informs him that Elizabeth lives next door.	her	292	Kate	320	False	Elizabeth	347	True	http://en.wikipedia.org/wiki/Love_Actually
validation-374	Throughout the voyage, the various passengers meet and interact. William and Elizabeth fall in love at first sight, while Winnie and Jeremy fall for each other after Winnie's dog Flopsy trips him. Gaston meanwhile attempts to woo Kate with Elizabeth's locket, which he found after she unknowingly dropped it.	she	281	Kate	230	False	Elizabeth	240	True	http://en.wikipedia.org/wiki/Titanic:_The_Legend_Goes_On
test-1697	Aunn invites her to a restaurant to send about Manzar's proposal. Nighat, Aunn's grand mother and mother accost them at the restaurant where they start hitting both of them. Aunn tries to clear the misunderstanding between him and his family about Shehna. Kate tells Elizabeth about Nighat and her father.	her	294	Kate	256	False	Elizabeth	267	False	http://en.wikipedia.org/wiki/Aunn_Zara
test-321	Charles James (born on September 27, 1958 in Toronto, Ontario) is a politician in Ontario, Canada. He is the Member of Provincial Parliament (MPP) for the riding of Mississauga South, and is the province's Minister of Labour in the Cabinet of Premier Michael. Prior to his appointment to Cabinet in December 2010, James served as the Parliamentary Assistant to the Minister of Economic Development and Trade James grew up in Mississauga South, and is currently living in Clarkson with his wife Zenaida and their three children.	his	269	Michael	251	False	James	314	True	http://en.wikipedia.org/wiki/Charles_Sousa
test-1599	Kate is a Canadian talk show which aired on CBC Television between October 1974 and July 1975. Kate interviewed various guests including Michael Magee, Elizabeth, Paul Rimstead, Allan Fotheringham, and Jack Webster and in the premiere episode her guests included Roman Gralewicz, the President of the Seafarers' International Union, and, for a surprise appearance, Gerda Munsinger, the woman at the centre of a 1966 scandal (the Munsinger Affair) that involved Cabinet Minister Pierre Sevigny.	her	243	Kate	95	True	Elizabeth	152	False	http://en.wikipedia.org/wiki/Barbara_Frum_(TV_series)
